RedScout1Kills,RedScout1Assists,RedScout1Deaths,RedScout1Damage,RedScout2Kills,RedScout2Assists,RedScout2Deaths,RedScout2Damage,BlueScout1Kills,BlueScout1Assists,BlueScout1Deaths,BlueScout1Damage,BlueScout2Kills,BlueScout2Assists,BlueScout2Deaths,BlueScout2Damage,RedSoldier1Kills,RedSoldier1Assists,RedSoldier1Deaths,RedSoldier1Damage,RedSoldier2Kills,RedSoldier2Assists,RedSoldier2Deaths,RedSoldier2Damage,BlueSoldier1Kills,BlueSoldier1Assists,BlueSoldier1Deaths,BlueSoldier1Damage,BlueSoldier2Kills,BlueSoldier2Assists,BlueSoldier2Deaths,BlueSoldier2Damage,RedDemo1Kills,RedDemo1Assists,RedDemo1Deaths,RedDemo1Damage,BlueDemo1Kills,BlueDemo1Assists,BlueDemo1Deaths,BlueDemo1Damage,RedMedic1Assists,RedMedic1Deaths,RedMedic1Ubers,RedMedic1Heals,BlueMedic1Assists,BlueMedic1Deaths,BlueMedic1Ubers,BlueMedic1Heals
29,11,19,7006,12,12,14,3974,20,3,15,4214,16,2,25,3552,34,11,21,9948,24,6,14,6353,29,13,13,10540,11,2,17,4211,21,5,22,9701,8,10,18,7198,16,11,11,0,7057,9,12,9,3,9882,1
37,5,18,7059,14,12,16,4148,17,7,22,3943,4,4,20,1691,28,6,12,7768,21,3,24,7767,34,10,20,12890,14,5,21,6212,30,7,15,10742,28,6,23,8449,16,16,12,1,10405,22,20,9,1,9355,3
30,9,23,8638,15,6,25,5533,16,14,16,5366,16,6,25,4771,29,4,19,8178,12,8,22,6683,23,6,21,9089,34,3,15,7920,23,1,18,6576,30,4,18,8512,12,15,9,1,8042,10,10,9,4,8343,1
19,12,26,6460,12,5,21,3662,27,5,24,6404,8,3,25,2204,32,11,16,10463,22,4,26,8248,46,4,17,12697,19,9,17,7039,33,6,21,9065,28,7,20,10417,17,19,8,1,8574,29,9,11,2,8632,3
37,6,21,8112,21,13,27,5384,28,9,20,7766,28,7,33,7603,31,10,20,9242,26,14,18,8946,15,14,20,6987,23,6,30,6563,29,13,25,11747,25,13,25,10392,16,15,10,0,9950,19,16,14,0,11112,1
15,7,24,5008,17,2,23,4299,24,8,20,5182,13,6,23,3869,17,6,21,7290,21,6,16,6094,35,12,6,10189,30,9,23,9525,23,9,19,8709,19,7,15,7633,11,17,9,2,8156,22,17,11,3,9583,3
31,4,34,6288,25,3,32,5487,47,15,17,10867,26,15,19,5069,28,11,24,10627,20,11,25,6335,24,5,25,7262,21,10,25,7184,21,5,24,8670,39,7,27,11813,12,11,3,0,4185,25,15,14,1,11799,4
5,4,27,3187,5,14,21,3025,21,6,16,5062,3,5,15,1746,28,5,23,9737,31,3,13,8225,37,6,17,10283,22,10,21,7455,21,4,11,7571,45,5,19,12342,25,19,9,0,6881,24,18,9,1,8781,3
28,2,21,6381,11,4,18,2810,17,8,15,5784,20,4,18,4132,16,6,21,6641,26,3,13,5501,26,7,11,7171,17,5,19,4531,13,2,17,6823,19,7,14,6107,14,12,7,2,7787,22,12,6,2,7247,5
31,15,19,7620,5,6,14,2224,26,13,27,6922,14,3,21,3236,31,5,21,9112,16,6,10,4365,32,7,24,8616,15,3,13,5144,26,7,17,11146,15,4,15,5578,9,16,8,0,7929,24,15,9,3,9212,1
30,6,23,6980,30,2,19,6742,34,3,30,6724,22,6,15,4528,20,11,15,6606,22,7,22,6109,28,5,23,9164,19,10,22,7862,19,4,25,6879,19,2,21,6639,14,18,8,3,8642,21,15,11,1,9143,2
31,10,16,7163,7,3,21,1930,22,9,29,6454,21,5,18,5005,23,12,25,8382,16,8,26,6475,14,8,16,5395,8,2,6,2587,30,14,21,11797,40,9,13,13836,14,13,15,0,8024,17,15,12,3,10090,1
23,9,25,6789,11,12,16,2008,16,4,23,3829,16,9,24,3643,31,3,16,8055,30,6,22,7626,36,6,16,11164,17,6,18,6110,26,11,18,10995,23,5,22,7062,13,17,11,0,7615,19,12,10,0,10252,2
31,5,12,6111,18,10,12,4044,16,15,16,4971,1,2,17,819,31,10,11,8452,5,3,21,5094,21,6,17,6030,19,6,22,5960,16,12,12,10262,18,8,15,9224,16,6,16,0,9360,11,17,11,1,9780,4
32,10,14,7661,11,8,26,3840,24,2,24,5016,9,5,31,3243,29,5,21,7665,17,7,11,5999,23,5,11,7944,26,7,13,6748,12,5,12,4636,20,8,17,8951,16,12,11,1,9575,15,15,7,3,11003,1
30,7,24,6345,5,4,14,2189,24,9,24,5874,12,6,16,3802,37,8,13,9757,16,6,15,5372,24,7,18,6382,14,7,16,4667,20,10,21,9185,17,4,16,9710,19,8,14,0,12606,7,11,12,0,11668,2
17,7,11,4686,11,6,15,3672,21,5,22,4936,15,12,19,4390,22,6,22,6764,20,5,7,6318,21,7,17,8311,16,1,9,3292,19,7,20,8491,22,4,16,8202,17,17,9,1,8682,12,12,12,0,7991,1
33,12,23,7910,5,5,11,1045,27,8,18,6649,17,10,27,4396,23,6,25,7610,19,10,17,5744,48,7,15,13787,10,3,26,3554,37,3,16,11078,13,6,21,5982,15,15,11,0,5328,19,16,12,1,8616,1
25,5,25,6182,3,3,30,2226,29,14,20,7225,27,12,25,5779,28,11,17,8662,25,3,18,8473,31,6,22,8631,13,5,13,4848,21,6,22,7742,27,14,16,9473,25,17,9,3,6152,16,7,16,0,9765,3
29,4,17,5996,17,5,22,4584,16,15,20,5044,17,6,24,4754,20,7,19,7092,14,5,27,6581,21,4,17,7466,18,6,22,5324,28,7,17,10159,38,10,13,14845,13,8,15,1,10693,24,15,13,0,11146,1
15,8,21,3950,9,2,27,3838,26,5,21,6604,14,4,14,3608,33,8,14,10142,16,7,20,5991,11,1,12,4238,11,4,13,3655,16,6,11,8202,22,7,13,9883,20,6,13,1,9227,11,11,10,0,7050,2
18,10,17,4866,22,8,20,4861,19,9,20,7132,15,7,26,4369,17,8,20,7483,22,7,20,7056,21,7,16,7705,21,9,13,6949,27,3,13,11718,19,7,24,7633,20,8,18,0,12834,13,12,16,0,10646,3
19,6,22,5062,5,3,12,1627,41,2,13,8198,22,13,19,6344,27,7,11,10057,10,4,20,4130,22,6,17,9058,12,4,19,5358,18,2,17,6262,16,12,22,9870,25,16,14,1,9228,15,11,14,1,8114,2
30,6,22,6533,16,6,24,4154,25,6,22,5248,13,11,24,3521,31,8,23,8234,22,5,14,5565,45,6,21,10768,28,6,18,8344,14,6,18,6207,6,2,11,3972,8,16,4,0,3941,5,8,5,0,4656,2
30,10,25,5756,1,6,20,1488,27,5,28,5766,18,4,27,5033,26,10,20,8263,23,8,12,8115,27,6,15,10476,25,6,18,7391,45,6,17,12294,14,3,24,6049,22,14,11,1,7587,13,16,11,1,9267,1
26,14,25,6859,23,7,17,5292,19,6,20,5528,14,11,16,4377,28,4,29,8685,28,4,14,7531,40,7,20,8043,32,6,29,7531,14,3,12,5399,25,13,18,11046,4,11,3,4,5055,27,18,10,1,8094,2
24,3,19,5202,17,7,20,3709,16,9,10,3678,10,2,22,2414,35,8,12,11019,13,6,17,6398,28,7,11,8567,12,11,23,6049,26,6,25,10692,27,9,12,11226,21,11,15,0,10170,13,8,9,0,7304,0
15,2,21,3788,16,3,25,3466,12,5,29,3319,3,7,24,1552,29,5,23,9319,33,10,21,9084,45,12,17,11468,40,6,19,10206,27,1,28,9271,40,13,19,14031,15,19,8,1,8806,19,17,10,3,7301,4
17,10,20,4508,8,3,26,2035,23,7,26,5960,3,7,24,2676,27,13,22,8811,28,8,18,8284,23,6,24,8844,13,6,11,4249,38,7,6,10535,29,6,8,9032,25,8,11,0,7612,25,16,10,2,9717,0
17,11,24,5643,17,5,21,5402,20,4,24,5388,11,5,27,3356,29,9,17,9350,22,8,22,7449,33,10,9,9735,26,5,23,9626,18,4,23,6798,26,6,16,12471,22,12,14,1,13053,27,8,18,0,8512,3
7,4,13,3234,10,1,20,2597,16,7,17,4720,20,6,18,4686,38,12,10,13741,14,0,19,6282,20,9,14,10170,14,5,15,6264,13,8,17,8027,21,10,13,9040,18,9,16,0,9410,15,11,15,1,9713,0
23,9,22,6053,10,3,23,2724,32,5,23,8491,11,6,17,3959,36,9,18,11178,29,10,12,9376,30,6,16,9003,21,7,16,5762,14,3,25,6457,15,6,20,6012,20,17,11,3,8455,16,9,10,2,7502,1
20,2,18,4934,7,8,16,2758,13,7,21,4002,9,5,20,3055,38,3,10,9683,23,6,23,7566,34,3,28,10606,28,7,17,9569,24,5,21,8237,19,1,17,7350,24,12,13,0,8476,16,11,13,2,7916,3
33,17,18,6750,7,6,19,2094,24,0,19,5141,4,6,29,2461,33,11,23,9260,33,11,22,7977,33,14,19,10202,18,3,24,6795,40,9,20,12279,32,9,24,11198,29,14,12,0,12350,14,20,13,2,7567,1
36,6,20,7062,14,8,20,3574,25,12,20,5635,14,11,23,4503,25,10,21,9339,17,5,21,5648,24,8,19,7590,13,5,17,5089,24,2,18,7769,24,7,11,8691,21,14,14,1,9395,12,16,9,2,11091,1
38,8,26,9009,10,4,16,2511,11,4,14,3832,9,3,18,3091,24,6,27,8585,26,9,20,8151,27,11,30,8768,12,1,22,4174,34,12,13,11415,34,10,21,12244,13,17,10,1,8874,12,12,8,0,6388,1
14,15,20,5267,12,2,25,2580,36,8,23,9473,22,9,21,4867,32,11,12,9021,20,11,24,6429,17,6,26,7575,27,7,16,7459,33,9,14,11053,17,9,17,8050,16,17,10,2,7092,19,13,12,1,8739,1
20,2,18,4197,11,8,21,3410,19,2,31,5301,11,4,18,2707,39,16,18,11101,22,9,23,7121,38,10,17,11774,21,2,31,8544,27,11,22,10377,30,8,18,9769,25,19,13,0,8993,31,12,13,0,6499,0
19,1,18,3713,8,3,15,1933,18,8,14,4387,21,10,8,3894,13,4,17,5732,10,3,16,4665,21,7,13,5945,18,7,14,5876,14,3,16,6324,17,5,9,5894,12,15,6,0,6889,21,8,12,1,6317,5
21,6,31,6229,17,5,20,4217,20,13,18,5429,19,7,16,4133,24,6,16,7429,9,4,23,5376,42,13,12,10787,26,5,18,7667,27,3,11,8751,35,4,24,11764,14,11,6,1,4411,26,14,14,0,9045,2
32,6,21,8065,16,9,26,4316,36,7,25,7846,16,4,25,3337,32,12,17,8548,14,7,13,4100,30,9,26,9824,23,6,15,6174,34,6,23,11781,12,0,15,4318,17,18,11,0,8538,18,16,9,0,7673,1
21,7,27,5695,7,1,18,2105,26,12,16,6360,15,4,13,3848,28,5,16,10606,1,2,10,2020,24,9,13,9277,26,4,12,6560,30,2,18,10043,4,4,17,3002,18,13,13,2,6640,14,15,9,1,9317,2
15,4,24,4344,10,8,18,2920,28,3,14,7078,16,8,24,5075,18,5,21,7245,8,3,16,3936,22,9,15,6573,13,1,17,4741,30,9,19,11795,33,6,16,11442,8,14,12,0,8775,30,10,14,0,9243,5
29,4,33,7882,12,3,32,3511,27,11,25,5688,26,3,25,5156,42,15,18,11965,24,5,21,6062,38,8,20,10542,25,9,21,8324,31,8,27,9286,27,10,24,9490,26,20,10,2,7099,34,14,13,0,7881,3
38,10,17,8343,17,13,19,4894,13,14,18,4433,21,8,18,3959,18,9,17,8086,15,5,17,4657,29,7,20,8036,9,4,24,5044,30,6,15,8667,23,6,20,9032,16,10,11,1,6915,16,19,10,1,8112,5
29,8,14,6161,20,13,17,5232,21,7,26,6039,20,10,26,5889,32,9,27,8468,15,4,13,4312,28,10,21,8145,26,5,27,6554,24,9,20,7826,16,5,17,6374,13,18,6,2,8238,33,23,12,2,8108,1
15,6,25,4240,12,7,13,3714,22,9,20,4882,22,6,18,4763,38,15,20,10703,36,5,23,9586,27,9,20,9156,17,7,21,5655,28,11,22,10491,6,2,7,3206,22,18,11,1,8434,14,20,9,0,7959,1
30,10,31,7616,20,7,23,5399,30,5,22,6095,17,7,22,4159,41,10,23,10130,24,8,20,6821,35,9,15,8393,24,3,25,7347,18,4,21,4513,27,5,27,8121,19,23,11,1,6103,24,17,10,1,6203,2
17,5,18,4335,15,2,28,3616,26,8,19,6535,8,6,19,3166,41,8,9,13371,18,6,13,6110,18,2,16,7345,11,1,11,3096,20,6,12,6811,20,5,20,8849,22,9,10,1,8535,16,13,11,1,8585,5
24,5,34,6157,14,4,19,3351,27,10,28,7192,23,8,22,6149,16,4,17,5116,10,3,22,4062,45,17,10,12245,22,7,11,5828,26,4,15,7685,12,2,16,3117,11,21,7,0,6986,24,10,9,2,8678,1
21,5,14,4878,16,6,21,3735,34,8,22,7890,14,10,18,3425,48,8,20,11832,17,9,20,5674,34,4,26,9471,6,2,15,1989,21,14,20,9387,33,7,25,11027,16,16,12,0,6632,19,17,12,1,6853,1
11,6,28,4147,7,5,18,1659,40,10,13,8519,21,8,23,4993,53,11,22,12788,4,3,18,2749,39,8,18,9082,20,7,23,6822,24,6,27,8642,22,6,19,6840,25,21,11,0,7147,17,16,11,0,7466,5
15,6,26,4425,15,5,28,4287,31,12,19,7202,24,9,15,6281,19,6,30,7675,7,2,19,5252,28,5,10,7404,25,8,15,5861,30,5,17,9893,26,7,14,9350,13,13,9,2,7013,11,10,14,1,8873,2
20,3,26,5624,4,3,22,2580,38,12,18,8561,11,14,17,4480,34,2,20,11568,8,10,24,5836,48,7,13,11876,19,6,13,7882,14,4,16,5642,15,9,15,8619,17,17,6,1,8111,26,9,13,0,8549,5
23,10,18,5467,11,6,29,3137,24,10,20,5906,24,11,24,5688,46,9,12,12693,21,8,16,5539,19,5,21,6215,14,3,26,4548,35,4,13,9720,19,3,25,7236,30,14,12,1,8174,7,16,4,1,4414,5
19,13,14,6375,24,3,29,5903,40,9,21,9910,6,8,28,2208,36,5,20,9637,22,4,20,6953,23,6,24,8896,25,4,16,6269,26,6,22,9429,30,8,26,10698,14,16,11,0,9269,28,16,11,1,10053,2
10,7,29,4823,20,8,8,4131,40,8,22,9216,13,4,13,2280,32,9,20,10137,22,7,30,8395,33,7,23,9215,14,13,23,5569,18,6,16,5986,32,6,21,11626,25,18,11,1,8173,26,17,14,0,9524,4
19,9,22,4351,14,5,30,3708,25,4,5,6340,5,6,27,2225,31,6,24,8966,20,7,19,7128,31,8,20,7672,20,6,19,5496,37,11,23,9787,35,6,24,9690,13,17,11,0,8317,22,20,6,1,7356,2
29,5,32,8131,27,10,27,6679,29,8,30,7553,27,13,22,6171,31,4,26,8637,9,4,24,3277,31,8,10,7407,22,7,23,5417,23,7,22,8157,25,3,18,9583,12,18,7,1,7353,21,18,12,1,8552,2
19,2,17,4791,4,2,36,1459,21,5,30,4528,12,8,15,4485,40,13,11,11503,20,5,17,7454,33,6,18,9064,25,4,18,8128,26,9,15,8410,28,10,18,10186,18,15,10,1,7161,20,18,13,1,6500,2
25,9,19,7370,23,9,24,5684,18,8,23,5292,20,3,24,4410,37,10,18,9675,25,5,21,7347,22,7,27,8712,31,8,21,7836,23,4,18,9590,20,8,22,9002,37,11,13,0,9874,17,17,9,2,6999,1
25,9,26,8108,21,3,13,5653,21,9,23,5405,14,6,12,3250,29,9,20,11096,23,4,21,8639,26,10,24,9091,25,5,23,7622,20,6,27,7500,22,6,24,8747,23,15,11,1,7600,18,13,12,0,10833,2
19,10,18,5283,15,3,25,4259,41,11,26,10134,3,0,4,916,35,8,25,11015,37,10,17,10281,12,6,22,5214,17,1,7,4788,25,7,21,10851,29,6,25,10154,26,16,15,0,9803,21,14,12,1,9961,1
28,9,40,7280,3,2,10,854,31,14,22,7614,24,13,20,5994,31,6,22,8346,26,7,19,7619,35,7,18,9084,17,5,18,4984,29,9,22,10447,39,9,21,12776,14,21,13,0,7070,24,19,9,1,7168,3
27,7,21,6808,20,9,22,4596,44,9,23,11442,28,12,26,6360,28,10,24,7251,15,4,29,5044,23,5,17,6915,12,5,22,4459,29,9,23,9204,34,10,24,11584,17,23,6,1,7341,20,13,11,1,8986,1
11,4,16,3422,11,5,12,2781,16,5,9,3119,10,7,12,2724,10,4,10,6258,8,3,15,4404,17,13,4,7071,16,4,10,5092,7,1,15,4698,17,0,8,6493,5,7,12,0,6913,8,3,14,0,7076,5
8,5,16,3020,4,4,25,2366,29,7,13,7812,11,7,26,3405,44,5,20,11823,24,3,21,6643,31,8,14,8740,21,8,14,6652,17,8,19,7648,21,6,16,8345,20,15,9,3,7904,19,10,9,1,8028,2
21,10,15,4273,15,5,22,4172,14,3,14,3523,6,9,18,2425,30,7,25,9399,17,7,13,5422,33,15,14,7117,29,6,24,6987,24,12,21,9161,29,13,16,12061,12,14,12,1,8024,23,18,12,2,9026,1
43,8,15,10280,22,17,13,5285,20,7,22,6419,11,5,21,3244,24,13,16,7868,13,7,20,6383,22,4,28,10175,19,5,13,8833,11,4,17,6503,25,5,23,8860,16,15,11,1,8826,14,14,12,0,6410,0
16,3,16,4081,1,2,19,925,27,6,15,5839,11,9,17,3328,19,3,20,6558,13,0,15,4349,27,8,11,7416,16,4,13,3783,20,4,17,5574,8,1,4,1989,9,18,5,1,4664,10,7,4,0,6681,5
35,6,22,7847,23,4,27,5813,31,3,22,5833,10,10,19,3743,17,3,11,5285,8,3,22,3630,40,13,13,12177,26,7,26,7497,16,4,9,5964,19,5,21,6148,10,22,10,0,7583,19,16,10,3,9327,4
26,17,24,6986,16,8,29,4395,24,10,18,5974,10,6,26,2715,28,3,22,9645,27,4,18,7408,41,3,24,10486,36,8,21,10001,14,5,26,6798,22,8,14,6697,13,15,8,1,8180,17,13,12,0,8720,2
31,10,15,8202,20,10,28,5411,27,7,27,7005,3,6,17,1644,28,16,16,8895,7,3,14,2707,29,6,24,11081,21,10,13,6557,47,5,20,16073,15,11,18,6033,24,15,15,2,11027,13,21,8,3,7992,2
33,13,21,6910,20,8,24,4767,25,12,24,6308,15,6,16,3823,28,9,27,9766,10,2,19,3429,43,12,19,13565,20,5,22,7094,15,5,17,6143,27,6,23,10422,12,15,9,0,8521,18,12,13,1,8790,4
15,8,17,4680,13,7,15,3622,24,11,22,6379,21,7,16,4921,58,17,11,14905,15,1,30,6299,30,4,28,8433,13,4,20,6283,28,8,22,9385,26,9,30,10928,27,12,13,0,8025,15,23,12,0,7342,2
16,0,17,3229,8,4,18,3137,18,9,8,4978,7,4,19,3171,27,6,21,7767,15,2,20,5326,38,8,12,12348,25,7,17,7202,16,8,21,6343,24,6,12,6608,14,17,5,2,6767,27,16,9,0,5912,5
25,8,22,6314,15,6,20,4395,20,7,22,5626,9,5,16,2988,26,4,19,8881,8,5,24,4630,29,6,22,8140,10,8,15,4764,46,5,20,13984,41,9,16,13331,32,11,15,0,10618,15,15,11,0,11033,1
34,7,19,8169,12,10,22,4735,28,5,22,6526,9,6,26,3920,28,13,19,7833,18,7,17,5464,33,5,28,9661,25,14,21,8570,32,9,19,10074,8,3,12,2928,29,16,13,2,8275,25,17,10,4,8120,1
35,9,29,9569,18,3,19,3701,17,10,19,4405,8,9,32,3196,7,5,24,3764,36,6,15,9565,34,5,15,7609,0,0,3,484,19,10,18,7988,31,14,16,12059,22,15,9,2,10778,12,11,7,0,5458,2
35,9,29,9569,18,3,19,3701,17,10,19,4405,8,9,32,3196,7,5,24,3764,36,6,15,9565,34,5,15,7609,0,0,3,484,19,10,18,7988,31,14,16,12059,22,15,9,2,10778,12,11,7,0,5458,2
32,11,23,6622,10,14,29,5047,24,12,17,6224,13,9,22,5675,39,9,14,14246,19,3,21,4978,31,7,17,10255,24,7,26,7376,25,9,17,8460,14,4,24,7513,19,9,15,0,10178,18,15,13,2,8417,2
30,17,27,8431,28,9,12,5572,19,13,21,5513,19,6,28,4784,18,9,24,7220,27,7,17,7037,29,8,24,7549,11,10,24,5359,26,4,14,8495,40,8,18,10483,6,17,8,0,6478,26,21,11,0,7284,1
30,17,27,8431,28,9,12,5572,19,13,21,5513,19,6,28,4784,18,9,24,7220,27,7,17,7037,29,8,24,7549,11,10,24,5359,26,4,14,8495,40,8,18,10483,6,17,8,0,6478,26,21,11,0,7284,1
28,3,25,4956,1,0,7,270,29,8,22,7799,14,9,24,5494,42,9,11,9485,23,11,16,8655,27,9,20,7936,11,3,20,4068,25,11,16,9459,17,3,24,7440,18,11,12,1,9396,12,17,9,1,8380,5
28,3,25,4956,1,0,7,270,29,8,22,7799,14,9,24,5494,42,9,11,9485,23,11,16,8655,27,9,20,7936,11,3,20,4068,25,11,16,9459,17,3,24,7440,18,11,12,1,9396,12,17,9,1,8380,5
41,12,11,7849,20,12,24,5999,12,5,13,3364,12,3,29,3319,31,10,10,8435,20,4,19,6964,24,17,24,8321,23,3,26,7631,25,8,23,7641,22,5,22,9340,24,12,11,3,8647,11,19,8,3,5370,5
41,12,11,7849,20,12,24,5999,12,5,13,3364,12,3,29,3319,31,10,10,8435,20,4,19,6964,24,17,24,8321,23,3,26,7631,25,8,23,7641,22,5,22,9340,24,12,11,3,8647,11,19,8,3,5370,5
31,10,27,7512,15,6,25,4555,31,4,34,8740,21,4,15,5262,38,8,19,9482,15,2,19,5387,38,5,27,10562,19,6,22,7579,17,6,8,6645,17,4,20,6505,19,17,10,1,9963,3,10,2,0,2482,0
18,8,17,4536,6,4,30,2671,12,5,25,3626,8,8,24,3073,46,8,14,12401,18,0,13,4184,35,4,16,9568,23,3,16,8780,17,3,19,7129,31,7,16,10742,22,11,8,0,6769,17,15,9,1,9342,0
18,8,17,4536,6,4,30,2671,12,5,25,3626,8,8,24,3073,46,8,14,12401,18,0,13,4184,35,4,16,9568,23,3,16,8780,17,3,19,7129,31,7,16,10742,22,11,8,0,6769,17,15,9,1,9342,0
15,11,14,3980,9,5,9,3207,9,6,17,3626,6,1,24,1877,35,6,11,9596,17,5,12,5549,17,8,16,6500,10,2,17,5933,26,8,8,7333,17,1,15,7168,20,6,10,1,21529,11,12,9,3,15194,5
15,11,14,3980,9,5,9,3207,9,6,17,3626,6,1,24,1877,35,6,11,9596,17,5,12,5549,17,8,16,6500,10,2,17,5933,26,8,8,7333,17,1,15,7168,20,6,10,1,21529,11,12,9,3,15194,5
18,8,18,4493,11,7,19,3809,23,16,19,5987,3,3,13,1188,30,10,11,8747,22,6,19,7780,47,10,11,13973,21,7,24,8249,23,4,25,10327,13,8,16,5776,16,15,13,0,9454,16,11,11,1,7890,1
18,8,18,4493,11,7,19,3809,23,16,19,5987,3,3,13,1188,30,10,11,8747,22,6,19,7780,47,10,11,13973,21,7,24,8249,23,4,25,10327,13,8,16,5776,16,15,13,0,9454,16,11,11,1,7890,1
24,3,18,7354,1,5,15,1446,14,4,21,4475,3,3,27,1678,36,6,15,11342,24,7,13,7963,33,5,18,12419,15,10,14,6310,28,5,12,11254,13,5,20,6136,22,11,16,0,8686,17,11,13,1,9652,3
9,12,15,5735,1,0,25,1326,21,10,12,6488,18,9,15,4873,31,5,18,11035,6,0,19,4089,39,4,12,10813,13,4,14,5989,26,2,15,9139,9,3,11,5029,13,12,13,1,8640,18,8,12,1,9754,2
19,7,33,5140,2,2,15,694,19,4,24,4731,14,3,15,3932,41,13,16,12882,20,4,22,7291,35,6,15,9130,13,2,11,3996,17,3,19,5895,9,7,9,3869,11,8,4,1,3724,22,11,14,1,7735,2
19,6,16,3807,2,5,19,1876,24,13,16,6864,7,5,17,2457,27,7,13,8368,23,2,26,6333,40,9,13,11568,14,4,24,6605,30,5,21,12695,29,3,18,10357,16,12,13,1,8766,19,14,11,3,10230,2
16,7,22,4784,19,7,22,4728,31,6,21,6329,21,8,18,4763,40,9,23,11339,22,15,14,6616,30,16,18,9175,20,6,20,8356,14,3,18,7353,12,6,19,4333,14,18,6,1,5350,9,17,11,0,10033,1
22,3,19,4552,10,11,22,3273,20,4,25,4123,6,2,16,1923,36,9,12,12371,15,3,24,5793,25,7,17,9692,20,5,16,5676,24,7,16,8481,28,6,21,8790,19,11,8,1,6116,15,12,11,1,9123,2
19,11,25,4800,14,6,21,4084,18,4,22,4892,8,9,27,3957,43,15,8,10177,27,11,13,9267,31,9,18,10860,35,1,27,10161,18,6,18,6513,11,4,17,3553,24,14,14,1,9362,19,16,13,1,9639,4
25,14,21,6222,20,11,28,4790,17,0,27,3850,12,5,18,3424,42,15,14,12475,22,7,17,6604,28,8,16,9846,27,2,22,9432,24,5,14,7350,16,3,23,6508,23,8,11,1,11424,21,17,9,0,8471,3
23,18,19,5690,18,15,21,5171,17,12,23,5191,12,3,19,2528,24,2,21,8118,10,3,16,5404,39,8,15,12281,21,7,24,7863,34,6,22,11229,12,8,14,6680,13,13,12,1,9129,22,10,15,0,11048,1
